reference_global,reference_detail,ad_title,ad_url,marque,modele,ram,stockage,couleur,options,shop,ad_stocks,ad_price,date_scrapy
iku-x5,iku-x5-3go-32gb-blue,Smartphone IKU X5 32Go 3Go Bleu,https://spacenet.tn/smartphone-tunisie/53199-smartphone-iku-x5-32go-3go-bleu.html,iku,x5,3go,32gb,blue,,spacenet,ONDEMAND,259.000,2024-06-18
iku-a12,iku-a12-4go-64gb-white,Smartphone Iku A12 4Go 64Go Blanc,https://spacenet.tn/smartphone-tunisie/75161-smartphone-iku-a12-4go-64go-blanc.html,iku,a12,4go,64gb,white,,spacenet,INSTOCK,279.000,2024-06-18
iku-a12,iku-a12-4go-64gb-grey,Smartphone Iku A12 4Go 64Go Gris,https://spacenet.tn/smartphone-tunisie/75162-smartphone-iku-a12-4go-64go-gris.html,iku,a12,4go,64gb,grey,,spacenet,INSTOCK,279.000,2024-06-18
iku-a12,iku-a12-4go-64gb-blue,Smartphone IKU A12 4Go 64Go Bleu,https://spacenet.tn/smartphone-tunisie/51311-smartphone-iku-a12-4go-64go-bleu.html,iku,a12,4go,64gb,blue,,spacenet,ONDEMAND,279.000,2024-06-18
iku-a12,iku-a12-4go-64gb-green,Smartphone IKU A12 4Go 64Go Vert,https://spacenet.tn/smartphone-tunisie/51312-smartphone-iku-a12-4go-64go-vert.html,iku,a12,4go,64gb,green,,spacenet,ONDEMAND,279.000,2024-06-18
iku-a12,iku-a12-4go-64gb-brown,Smartphone IKU A12 4Go 64Go Marron,https://spacenet.tn/smartphone-tunisie/51313-smartphone-iku-a12-4go-64go-marron.html,iku,a12,4go,64gb,brown,,spacenet,INSTOCK,279.000,2024-06-18
itel-a70,itel-a70-3go-64gb-black,Smartphone Itel A70 3Go 64Go Noir,https://spacenet.tn/smartphone-tunisie/71552-smartphone-itel-a70-3go-64go-noir.html,itel,a70,3go,64gb,black,,spacenet,INSTOCK,285.000,2024-06-18
infinix-smart7,infinix-smart7-2go-64gb-black,Smartphone Infinix Smart 7 2Go 64Go Noir,https://spacenet.tn/smartphone-tunisie/57663-smartphone-infinix-smart-7-2go-64go-noir.html,infinix,smart 7,2go,64gb,black,,spacenet,INSTOCK,279.000,2024-06-18
itel-a70,itel-a70-3go-64gb-blue,Smartphone Itel A70 3Go 64Go Bleu,https://spacenet.tn/smartphone-tunisie/71554-smartphone-itel-a70-3go-64go-bleu.html,itel,a70,3go,64gb,blue,,spacenet,INSTOCK,285.000,2024-06-18
itel-a70,itel-a70-3go-64gb-gold,Smartphone Itel  A70 3Go 64Go Gold,https://spacenet.tn/smartphone-tunisie/71555-smartphone-itel-a70-3go-64go-gold.html,itel,a70,3go,64gb,gold,,spacenet,INSTOCK,285.000,2024-06-18
infinix-smart7,infinix-smart7-2go-64gb-white,Smartphone Infinix Smart 7 2Go 64Go Blanc,https://spacenet.tn/smartphone-tunisie/57665-smartphone-infinix-smart-7-2go-64go-blanc.html,infinix,smart 7,2go,64gb,white,,spacenet,INSTOCK,279.000,2024-06-18
infinix-smart7,infinix-smart7-2go-64gb-green,Smartphone Infinix Smart 7 2Go 64Go Vert,https://spacenet.tn/smartphone-tunisie/57666-smartphone-infinix-smart-7-2go-64go-vert.html,infinix,smart 7,2go,64gb,green,,spacenet,INSTOCK,279.000,2024-06-18
infinix-smart7,infinix-smart7-2go-64gb-blue,Smartphone Infinix Smart 7 2Go 64Go Bleu,https://spacenet.tn/smartphone-tunisie/57669-smartphone-infinix-smart-7-2go-64go-bleu.html,infinix,smart 7,2go,64gb,blue,,spacenet,INSTOCK,279.000,2024-06-18
itel-a70,itel-a70-3go-64gb-green,Smartphone Itel  A70 3Go 64Go Vert,https://spacenet.tn/smartphone-tunisie/71557-smartphone-itel-a70-3go-64go-vert.html,itel,a70,3go,64gb,green,,spacenet,INSTOCK,285.000,2024-06-18
tecno-sparkgo2024,tecno-sparkgo2024-3go-64gb-green,Smartphone Tecno Spark Go 2024 3Go 64Go Vert,https://spacenet.tn/smartphone-tunisie/69107-smartphone-tecno-spark-go-2024-3go-64go-vert.html,tecno,spark go 2024,3go,64gb,green,,spacenet,INSTOCK,299.000,2024-06-18
zte-a33s,zte-a33s-4go-32gb-black,Smartphone ZTE A33S 4Go 32Go Noir,https://spacenet.tn/smartphone-tunisie/71193-smartphone-zte-a33s-4go-32go-noir.html,zte,a33s,4go,32gb,black,,spacenet,INSTOCK,299.000,2024-06-18
zte-a33s,zte-a33s-4go-32gb-blue,Smartphone ZTE A33S 4Go 32Go Bleu,https://spacenet.tn/smartphone-tunisie/71196-smartphone-zte-a33s-4go-32go-bleu.html,zte,a33s,4go,32gb,blue,,spacenet,INSTOCK,299.000,2024-06-18
